Square_Footage,Price
31.99,1546.03
159.68,6083.21
164.92,6264.49
170.29,6480.87
83.24,3400.64
187.09,7034.84
50.11,2176.05
73.84,3178.54
223.04,8314.17
192.52,7220.72
33.02,1581.1
84.64,3329.31
77.17,3331.73
89.58,3690.67
84.46,3293.82
43.76,2107.77
130.97,5176.09
191.2,7204.49
163.48,6381.65
178.03,6752.78
47.85,2033.17
239.33,8913.0
214.47,8030.88
207.12,7688.87
211.06,7944.33
235.2,8565.1
149.74,5839.81
74.06,3004.36
165.69,6200.74
193.43,7258.81
192.34,7275.26
144.72,5581.55
45.06,2002.87
111.64,4356.96
232.57,8526.6
158.58,6027.79
148.43,5802.66
89.15,3619.75
111.06,4473.0
226.98,8589.71
176.62,6622.96
203.23,7594.22
129.96,5265.58
168.65,6547.34
84.64,3295.31
185.2,7020.76
124.07,4842.59
127.36,5040.25
172.85,6475.28
235.98,8675.4
44.08,1975.24
211.44,7843.33
94.32,3882.88
127.66,4850.06
34.82,1656.47
96.23,3689.15
140.58,5520.97
42.36,2109.66
138.04,5298.73
233.96,8658.96
53.19,2406.85
198.18,7583.64
120.13,4745.33
174.14,6525.08
87.25,3391.94
65.09,2666.58
65.3,2792.88
45.51,2027.26
70.84,2998.98
176.13,6609.2
223.97,8233.2
209.11,7701.06
180.73,6981.77
54.3,2489.22
93.62,3949.8
98.16,3989.51
84.99,3431.67
143.3,5647.88
147.82,5670.46
108.51,4320.11
107.83,4269.89
212.28,7635.19
203.64,7788.03
97.72,3969.13
231.03,8619.15
239.62,8880.5
101.88,4082.26
107.97,4219.34
141.24,5505.04
237.05,8665.92
222.79,8316.27
52.56,2395.93
116.4,4554.16
151.74,5848.04
140.69,5324.99
72.65,2946.16
218.94,8186.56
178.93,6830.3
214.34,7814.41
218.93,8214.69
194.64,7258.02
126.63,4912.64
164.32,6117.26
65.28,2699.65
178.2,6833.68
69.44,2933.54
182.67,6855.13
80.51,3306.26
55.86,2504.07
66.36,2866.74
30.44,1557.84
188.12,7193.59
191.13,7286.53
143.29,5556.32
65.5,2797.95
48.38,2259.1
34.21,1728.72
66.46,2932.34
225.99,8499.54
83.14,3308.01
107.94,4169.29
53.18,2291.04
78.92,3359.8
144.23,5390.4
163.71,6269.17
83.98,3475.47
42.7,2110.8
116.03,4578.99
81.52,3219.05
78.3,3144.63
241.17,8822.74
165.59,6241.72
152.51,5819.67
121.47,4634.92
124.37,4999.94
149.0,5582.44
183.21,7047.12
184.47,7075.04
67.77,2961.87
140.02,5331.49
120.63,4756.32
221.52,8125.32
168.91,6503.02
147.15,5642.88
55.39,2397.61
163.24,6091.04
55.78,2204.72
104.19,4042.64
61.43,2761.16
182.26,6838.68
75.38,3121.21
116.21,4632.87
227.05,8627.26
74.95,3255.74
141.72,5362.87
122.24,4584.13
33.99,1925.52
204.41,7881.14
45.19,2100.5
134.34,5074.71
153.35,5963.55
168.25,6378.09
181.5,6841.17
85.72,3589.64
32.2,1660.27
189.16,7001.93
147.84,5642.08
213.95,8054.22
210.71,7925.72
215.53,8069.81
136.72,5378.57
103.4,4082.77
204.14,7662.87
129.28,4687.41
70.36,2917.54
218.09,8209.69
224.16,8306.67
132.59,5093.96
46.65,2028.74
115.32,4636.6
206.78,7792.09
228.39,8576.2
74.76,2944.12
44.73,2049.65
223.02,8277.59
115.67,4520.36
149.19,5659.96
242.97,8969.5
44.64,2147.51
172.63,6350.76
46.3,2298.34
112.6,4489.49
206.84,7735.14
125.36,4978.42
249.38,9083.12
152.99,5788.29
100.66,4010.84
78.42,3381.41
107.11,4244.36
111.96,4463.51
45.12,2020.14
111.31,4444.41
132.13,5292.36
189.0,7214.63
174.48,6598.67
185.93,7075.04
31.84,1672.15
77.89,3276.7
175.57,6756.16
136.48,5387.17
31.17,1578.2
206.99,7808.8
200.02,7462.32
150.65,5680.52
44.62,2034.82
198.63,7444.54
158.42,5878.44
202.03,7657.13
195.38,7061.72
206.66,8004.6
143.96,5688.85
60.87,2604.4
177.65,6718.86
166.5,6357.95
193.3,7206.43
67.37,2877.35
72.89,3036.91
225.89,8396.73
195.0,7342.98
229.81,8412.01
196.92,7396.06
161.37,6164.44
173.91,6599.71
225.61,8374.7
157.34,6120.6
169.13,6384.05
64.42,2777.6
134.26,5328.92
187.61,7058.32
89.61,3657.71
74.5,3097.72
99.04,4090.2
83.13,3383.78
77.28,3333.16
123.47,4810.99
229.72,8454.41
141.55,5522.3
71.34,2966.52
46.93,2204.73
183.15,6637.46
114.22,4498.07
210.8,7832.14
175.09,6521.91
205.17,7625.74
89.83,3586.61
182.32,6876.37
88.09,3446.54
236.6,8812.45
170.0,6586.7
101.39,4076.83
89.29,3706.14
72.0,3129.59
182.82,7022.38
78.12,3421.12
160.97,6083.91
88.22,3515.84
175.63,6725.51
209.29,7895.86
201.17,7618.36
197.39,7597.48
71.3,2996.6
49.44,2273.18
183.77,6833.87
111.04,4599.81
125.12,4845.41
36.85,1759.03
87.11,3514.06
37.41,1744.82
223.42,8246.79
83.55,3371.78
152.61,5704.92
38.58,1771.61
176.71,6879.62
101.07,4110.88
227.54,8556.57
225.39,8506.23
101.56,4238.15
228.21,8310.26
249.15,9097.43
211.59,7825.33
215.87,8008.54
84.78,3437.31
156.87,5945.91
44.8,2089.8
50.88,2284.4
249.76,9169.19
101.86,3847.57
194.6,7211.73
207.47,7706.4
218.77,8132.07
249.48,9118.77
83.13,3360.44
38.88,1747.6
120.46,4703.59
58.62,2444.31
34.93,1637.79
109.29,4194.42
202.42,7569.43
154.56,5822.95
98.81,4049.07
173.96,6629.02
81.04,3329.55
33.16,1580.99
198.16,7473.57
167.22,6421.89
197.71,7434.0
38.57,2010.19
214.17,8041.78
166.3,6411.71
153.95,5901.5
167.42,6427.09
220.18,8126.46
159.13,6023.57
157.81,6058.25
247.95,9212.44
196.48,7427.58
127.3,5065.7
185.63,6854.46
115.63,4449.63
80.35,3335.3
161.31,6073.32
234.2,9034.78
234.41,8755.95
105.22,4174.84
146.09,5561.57
76.56,3131.58
249.04,9219.37
245.85,9115.81
172.89,6505.55
206.97,7716.67
187.32,7190.7
160.49,6255.77
41.74,1985.98
130.05,4917.56
178.45,6799.7
179.06,6922.42
112.09,4560.02
237.17,8874.47
66.82,2980.89
140.08,5408.11
181.99,6932.62
183.37,6849.87
172.7,6573.75
90.56,3802.67
64.37,2693.85
169.91,6360.6
161.85,6174.38
69.46,2908.38
185.13,7044.49
130.14,5009.5
176.91,6863.6
214.22,7868.76
67.34,2982.28
34.21,1620.93
201.4,7369.49
164.13,6268.46
183.92,6911.76
214.39,7892.83
206.62,7563.51
241.4,8948.25
147.91,5774.28
137.47,5369.91
118.42,4650.2
63.81,2781.31
155.97,5956.35
90.94,3540.02
232.69,8501.98
158.3,6020.25
160.42,6098.8
108.08,4368.02
41.44,2026.05
36.98,1854.94
123.13,4781.65
48.6,2063.09
163.51,6263.93
223.81,8386.01
224.24,8109.59
174.99,6541.22
76.47,3107.38
219.86,8206.91
224.94,8292.58
73.26,3060.42
192.23,7207.13
93.03,3740.29
206.58,7658.69
249.39,9164.83
36.61,1673.17
227.42,8497.72
166.98,6401.37
244.14,8967.98
132.3,5282.64
216.43,8043.43
43.73,2183.45
103.76,4067.44
44.74,1863.37
244.58,9100.36
209.73,7865.55
217.56,8118.05
236.35,8708.11
48.72,2201.84
114.83,4467.98
45.63,2066.73
76.37,3257.27
80.46,3334.54
133.2,5223.12
89.08,3594.74
52.22,2293.33
66.85,2724.33
62.4,2647.02
244.08,8710.58
197.04,7337.53
242.91,8993.58
126.74,4992.37
91.24,3666.57
205.62,7731.62
101.78,3844.18
95.86,3849.57
81.15,3172.35
58.53,2427.7
86.42,3506.05
108.17,4413.59
178.28,6776.88
43.76,2033.57
76.31,3168.95
207.99,7708.12
62.32,2626.9
105.38,4231.11
220.22,8069.34
64.08,2802.23
48.2,2148.22
136.6,5363.5
96.53,3974.74
153.95,5720.94
206.84,7681.14
60.17,2520.49
157.75,5840.11
141.21,5339.16
61.7,2903.53
167.28,6415.74
90.2,3848.76
137.32,5389.23
48.1,2109.31
131.11,5050.62
97.42,3968.61
210.92,7926.09
42.54,1931.0
122.09,4622.28
130.85,5408.7
189.5,7118.43
156.34,5939.44
176.79,6698.87
200.95,7509.01
219.68,8201.24
99.05,4095.54
148.36,5680.32
214.82,7902.56
247.68,9152.61
225.69,8352.86
111.72,4552.69
72.94,3169.89
137.67,5329.08
193.16,7132.77
138.37,5220.19
136.3,5272.0
214.41,8038.01
109.51,4295.35
219.15,8122.4
119.5,4623.12
102.21,4075.06
129.88,4807.45
197.74,7310.71
57.72,2457.51
73.21,3183.18
239.32,8794.74
68.61,2919.33
154.9,5944.15
157.45,6140.51
137.72,5446.37
171.84,6508.79
80.56,3272.12
151.59,5739.12
111.88,4391.63
175.57,6601.43
61.07,2692.78
155.59,5987.79
70.76,3035.76
91.3,3821.48
78.12,3420.35
70.22,2970.32
211.66,8017.92
92.86,3714.78
233.97,8807.35
243.38,9124.59
155.68,6049.55
61.46,2660.52
112.4,4367.19
205.5,7553.09
110.83,4374.9
49.14,2373.33
152.49,5806.26
215.93,8135.94
205.1,7763.03
68.53,2870.08
178.01,6861.92
78.51,2957.02
78.01,3107.92
222.3,8188.79
84.93,3390.48
87.91,3610.63
30.14,1584.03
221.55,8293.55
204.37,7712.59
168.01,6285.42
195.06,7205.23
63.45,2760.41
130.83,5016.07
107.27,4097.34
50.63,2369.21
136.95,5432.71
232.56,8795.41
38.81,1877.16
94.12,3856.84
75.66,3285.05
82.39,3319.59
229.86,8656.01
132.98,5181.67
132.59,5231.88
197.33,7425.04
63.99,2869.22
137.2,5324.3
124.6,4712.49
161.32,6291.4
249.9,9151.84
199.28,7600.06
117.53,4604.54
212.06,8039.76
67.56,2977.93
36.7,1827.58
74.98,3175.11
104.89,4213.43
142.33,5280.09
165.33,6298.33
230.33,8450.06
142.17,5492.99
140.28,5295.53
41.05,1818.38
37.68,1979.31
151.26,5900.88
126.4,4923.56
214.62,8030.17
65.35,2762.44
35.49,1799.27
128.79,4939.99
82.25,3477.96
40.92,1906.72
189.41,7087.42
54.55,2411.44
163.83,6174.95
91.83,3746.95
68.17,2832.18
113.55,4520.94
206.32,7842.73
116.26,4497.19
195.17,7317.87
57.61,2562.38
200.01,7456.75
82.13,3420.82
179.03,6821.47
154.47,6014.84
234.41,8643.82
115.21,4438.11
44.56,2028.71
34.21,1600.72
211.91,7973.26
145.44,5474.29
200.55,7752.68
81.57,3484.67
105.92,4208.4
36.62,1868.54
241.53,8789.81
176.93,6944.92
235.31,8676.66
88.41,3582.27
164.52,6072.68
179.27,6823.08
99.86,3884.5
216.58,8090.61
238.38,8788.72
224.67,8255.61
192.59,7160.38
91.04,3709.06
91.96,3590.29
241.94,8892.99
32.26,1695.52
187.53,7323.83
185.37,7035.85
166.99,6252.98
247.82,9137.13
98.61,3954.63
104.79,4132.84
47.37,2248.14
127.42,4981.29
87.43,3650.86
105.55,4162.63
213.61,8108.75
235.81,8736.58
70.86,2883.03
111.95,4636.05
234.3,8517.96
43.6,1952.05
50.32,2198.47
65.81,3054.32
160.95,6313.82
63.1,2858.03
242.98,8971.12
128.28,5232.32
140.33,5448.52
84.26,3547.0
133.61,5194.36
175.62,6641.79
195.26,7308.89
195.85,7333.82
157.14,6060.61
228.96,8550.29
209.83,7840.89
196.55,7530.22
42.23,1681.49
31.51,1653.95
76.74,3257.62
175.98,6773.83
120.46,4709.73
118.53,4669.32
224.61,8459.91
227.02,8594.95
230.02,8520.6
99.05,3993.56
182.03,7038.99
89.76,3429.17
71.93,2948.69
70.62,3118.25
105.26,4293.48
124.59,4912.92
212.81,7903.45
56.38,2384.98
191.68,7149.81
146.92,5797.0
93.35,3704.33
138.42,5354.85
95.99,3784.18
161.14,6224.11
125.45,4836.73
66.17,2806.16
55.65,2279.35
150.27,5598.22
228.53,8499.35
105.67,4065.96
191.26,7404.61
174.91,6415.54
234.94,8642.96
210.62,7873.22
154.65,5876.35
174.55,6498.72
227.65,8371.78
117.89,4527.23
101.89,4037.65
32.38,1828.44
211.84,7922.24
206.22,7835.84
52.98,2405.0
156.91,6103.19
132.08,4842.66
56.12,2433.61
245.73,9231.09
77.23,3145.98
44.79,2243.95
160.87,6278.71
192.55,7192.36
37.14,1749.5
174.92,6520.77
147.1,5585.69
52.72,2221.88
67.96,2921.31
154.95,5777.8
95.2,3892.33
236.43,8837.84
210.12,7688.18
246.38,9278.45
87.13,3600.83
243.34,9091.84
124.87,4794.63
106.45,4288.13
41.08,2050.33
41.61,1946.43
182.24,7078.68
130.74,5080.46
79.83,3408.3
165.07,6306.87
85.63,3555.56
157.08,5830.63
109.03,4353.01
211.18,7817.85
210.55,7784.72
135.02,5400.01
107.18,4229.93
109.76,4241.38
207.26,7718.09
102.2,3946.94
75.99,3303.15
48.63,2132.53
132.67,5196.47
136.07,5398.03
215.0,7974.98
78.67,3306.74
113.82,4380.62
207.85,8019.3
211.2,7985.54
114.61,4492.24
131.01,5007.97
96.72,3873.9
235.16,8696.67
56.1,2658.85
235.42,8617.32
180.45,6829.25
146.95,5641.27
37.18,1789.73
134.63,5201.23
119.7,4678.05
65.47,2878.69
174.41,6665.25
243.65,9069.75
153.68,5575.45
187.25,7083.58
45.06,1911.5
121.89,4830.67
55.6,2593.41
164.82,6175.9
236.47,8750.13
175.59,6585.75
46.9,2264.93
108.03,4290.43
151.15,5962.94
118.71,4696.08
213.4,7993.3
209.23,7829.79
164.6,6342.9
112.16,4251.86
86.17,3524.62
53.29,2358.23
108.08,4355.25
120.9,4712.66
178.68,6649.96
174.8,6618.57
45.42,1981.55
116.96,4400.97
69.99,3022.41
64.5,2815.36
212.01,7966.94
39.22,2003.04
122.22,4711.2
67.0,2702.06
223.45,8313.84
152.55,5804.46
80.9,3247.4
140.53,5410.71
190.93,7121.28
240.79,8743.91
78.5,3203.32
224.96,8259.96
235.55,8767.31
231.61,8540.83
169.79,6553.85
168.56,6560.01
118.71,4722.66
195.53,7188.36
146.88,5791.48
179.04,6923.85
124.26,4851.0
190.93,7314.82
211.38,7843.26
62.22,2490.93
213.24,7887.53
148.87,5883.21
215.83,7904.82
124.89,4870.98
113.39,4472.03
231.31,8544.67
85.26,3439.65
215.73,8057.66
136.48,5220.74
143.1,5366.33
97.86,3946.71
156.07,6069.76
101.55,4141.08
38.64,1771.4
89.84,3519.27
31.4,1570.7
245.24,9240.11
242.46,9050.81
116.93,4663.09
190.24,7247.44
106.08,4254.78
177.64,6729.48
207.19,7818.04
238.29,8785.41
118.05,4490.19
202.33,7653.69
88.5,3721.42
247.87,9063.74
35.67,1830.62
162.78,6365.25
175.09,6627.97
181.37,6766.15
56.49,2489.29
236.48,8721.63
69.86,2883.44
167.01,6388.52
78.99,3104.23
97.59,3771.17
150.22,5759.66
121.78,4760.16
65.25,2818.09
67.61,3053.73
121.99,4780.17
196.6,7440.9
227.55,8366.77
48.51,2274.58
116.48,4524.26
52.05,2329.03
33.65,1666.88
175.58,6748.53
162.54,6057.86
65.86,2576.92
81.44,3329.02
35.22,1779.4
213.69,7994.32
244.43,9178.34
59.8,2636.78
80.92,3275.97
221.05,8004.21
233.82,8660.04
122.32,4883.93
41.14,1900.59
38.67,1856.15
156.27,6011.55
116.44,4473.76
36.3,1832.95
158.32,6204.76
32.49,1619.75
203.22,7499.86
97.42,3902.87
38.86,1637.55
159.44,6114.0
117.49,4657.4
244.24,9215.83
149.72,5720.93
90.55,3710.19
186.08,6926.55
89.73,3604.85
228.93,8360.15
112.44,4415.88
150.97,5753.46
41.13,1969.33
123.75,4768.77
213.12,7967.53
207.24,7720.16
79.35,3244.1
79.74,3298.85
209.81,7847.3
234.69,8790.19
50.98,2272.21
129.01,4980.46
104.24,4130.32
221.55,8182.83
48.38,2157.15
76.45,3378.79
195.54,7252.74
41.28,1917.1
138.36,5303.77
127.26,4929.51
103.57,4091.77
116.81,4616.13
146.59,5459.53
65.5,2896.25
155.84,6017.63
207.2,7627.54
197.24,7176.33
63.86,2637.32
62.83,2674.95
89.0,3872.97
109.44,4384.6
119.86,4514.35
179.53,6714.7
42.47,1981.12
37.63,1842.35
116.22,4436.24
183.38,6904.66
72.56,2967.69
171.13,6379.21
87.16,3576.64
224.94,8450.25
227.05,8530.92
95.4,3896.55
80.6,3271.21
120.49,4788.5
82.92,3433.0
177.92,6740.75
211.73,7849.53
178.08,6683.12
211.36,7904.89
117.34,4850.83
64.39,2783.76
192.35,7171.1
109.3,4242.41
177.68,6669.61
89.54,3851.69
47.87,2135.54
248.37,9283.57
64.36,2715.16
247.45,9186.96
245.0,9154.23
204.64,7605.21
175.07,6563.45
157.12,6165.0
220.54,8317.44
93.68,3857.75
132.89,5229.87
166.27,6365.26
120.46,4917.94
124.05,4846.04
102.66,4150.92
154.13,5749.49
217.13,8016.93
74.34,2981.69
235.58,8872.54
181.6,6600.72
211.12,7848.97
152.36,5533.3
201.49,7469.15
33.56,1625.65
210.04,7990.02
38.83,1898.73
225.78,8319.02
248.23,9294.71
94.69,3816.1
76.27,3173.21
198.38,7323.03
85.67,3399.3
220.42,8132.32
52.63,2346.53
57.71,2527.64
245.41,9243.88
178.24,6777.07
216.32,7800.28
101.35,4073.6
178.83,6613.92
160.73,6029.06
162.69,6113.04
180.16,6739.17
156.58,5842.75
124.39,4874.13
90.7,3533.52
199.09,7503.74
79.78,3515.99
182.32,6748.19
81.33,3318.21
167.57,6112.7
194.36,7272.41
78.12,3298.37
43.19,2083.63
58.81,2566.23
163.32,6305.1
216.88,8345.34
39.9,2067.71
191.51,7150.71
105.09,4033.04
135.28,5194.05
234.35,8607.52
103.03,4151.32
132.37,5014.98
33.01,1648.07
47.95,2262.11
86.89,3531.09
36.13,1669.83
168.9,6529.07
123.81,4645.37
150.59,5737.94
68.42,2890.62
95.11,3830.27
176.04,6679.5
242.37,9043.87
41.09,1934.67
225.88,8369.15
156.91,5951.23
154.06,5831.03
140.06,5480.9
45.27,2019.68
49.77,2326.73
162.2,6178.92
105.01,4123.26
231.8,8674.8
119.45,4608.0
61.52,2717.09
187.24,7074.61
94.54,3749.19
145.6,5648.98
183.52,6977.97
228.06,8597.79
204.28,7746.49
178.8,6807.11
179.52,6670.42
238.1,9078.48
95.08,3687.48
30.24,1653.49
89.83,3687.18
77.94,3110.35
175.6,6633.7
169.42,6421.7
160.56,6250.21
33.57,1603.74
190.33,7135.4
101.18,3807.58
176.31,6844.41
152.45,5728.61
105.4,4221.72
59.61,2576.1
50.77,2267.23
212.93,8033.68
232.05,8788.79
172.95,6578.52
52.76,2411.95
118.45,4678.5
190.37,7264.58
201.56,7508.33
56.01,2567.82
30.01,1661.29
186.67,7141.71
108.45,4229.78
85.99,3492.67
32.84,1673.26
148.87,5573.22
217.25,8263.35
240.68,8922.54
154.46,5934.63
143.18,5453.65
48.71,2072.25
150.75,5715.92
113.6,4497.76
163.57,6292.28
115.52,4559.37
82.87,3434.98
50.89,2247.53
99.28,4024.5
51.26,2442.45
68.92,2982.59
247.21,9233.44
127.7,4999.0
147.01,5495.1
222.2,8172.4
249.03,9261.37
158.2,6035.81
208.74,7850.03
101.93,4235.09
97.26,3976.83
118.59,4776.71
177.95,6737.77
180.08,6722.15
99.35,3971.56
59.31,2495.24
169.13,6575.28
58.23,2617.15
157.27,6056.44
182.55,7012.94
184.13,6742.7
195.76,7410.55
222.03,8139.95
139.99,5398.96
190.65,7141.75
166.22,6383.8
71.06,3009.95
35.65,1882.32
92.6,3680.78
127.47,5032.27
165.76,6317.94
216.99,7931.16
73.17,2969.23
57.62,2501.75
241.97,9080.02
53.77,2428.32
135.27,5117.63
158.82,6044.81
149.1,5920.36
48.93,2223.57
42.55,1956.37
53.21,2411.4
158.83,6135.36
149.76,5695.84
81.42,3400.06
170.31,6427.97
210.41,7936.45
39.15,1887.13
139.59,5433.8
181.65,6781.77
85.51,3410.67
97.71,4014.39
165.0,6267.07
227.55,8492.61
208.18,7755.78
158.29,6129.98
190.65,7111.93
110.26,4345.57
171.01,6564.03
132.56,5256.9
71.79,2960.13
184.38,7149.35
152.42,5866.1
108.9,4207.09
230.49,8604.22
34.61,1672.89
99.47,4024.86
42.51,1983.7
198.64,7459.69
184.46,6865.07
102.9,4200.42
178.65,6636.99
117.11,4487.84
196.38,7409.89
129.92,5207.5
120.7,4689.29
235.64,8817.52
85.19,3589.1
56.5,2558.91
158.6,6019.86
243.25,8904.67
113.12,4238.61
43.65,2001.4
104.65,4280.46
141.3,5333.26
65.62,2866.83
174.78,6522.37
249.5,9243.28
129.38,5099.17
108.04,4215.46
118.15,4652.47
55.33,2395.12
224.32,8421.72
121.26,4767.69
115.2,4537.66
175.13,6785.45
127.25,5019.89
172.61,6472.36
43.52,2014.55
209.02,7808.08
236.91,8799.91
172.73,6797.94
240.0,8937.24
63.32,2512.44
135.03,5171.82
162.4,5990.67
157.98,5996.39
118.32,4442.52
104.38,4066.09
57.9,2374.47
116.18,4604.83
65.79,2802.54
191.56,7234.91
75.94,3147.54
42.88,1861.52
151.52,5854.57
160.95,6325.49
221.82,8304.65
156.94,5950.17
106.01,4067.4
206.66,7642.38
148.86,5755.45
47.44,2267.77
154.49,5933.14
229.76,8621.73
117.19,4672.38
95.19,3882.36
61.56,2588.87
63.32,2733.52
125.21,4797.5
161.05,6138.48
47.74,2203.82
236.71,8952.56
196.13,7233.56
159.06,6115.15
212.26,8077.1
47.64,2243.32
134.9,5304.95
168.62,6460.49
212.3,8060.46
202.36,7473.97
90.96,3544.84
236.99,8794.14
57.36,2291.35
222.53,8411.59
243.61,9148.31
68.97,2870.75
188.85,7072.83
38.86,1852.96
119.19,4676.96
143.58,5538.1
157.74,6076.79
235.91,8739.45
177.9,6820.65
135.88,5300.44
208.13,7723.8
239.12,9002.61
34.85,1584.08
246.15,9106.2
48.95,2309.91
209.17,7748.47
91.67,3739.53
59.08,2622.12
126.77,4850.84
171.67,6501.22
113.81,4467.68
42.0,1914.98
161.88,6396.02
228.53,8422.19
114.31,4601.25
77.59,3176.48
127.37,4849.18
40.64,1932.67
210.51,7932.66
211.79,8004.88
159.36,6233.83
107.68,4563.42
205.95,7733.38
152.03,5754.78
211.71,7954.97
168.92,6385.61
202.57,7682.52
161.68,6029.22
121.11,4975.72
240.75,9011.79
149.05,5548.18
163.12,6138.29
78.51,3329.36
167.64,6485.15
155.75,5824.16
70.66,3044.56
43.11,1814.09
162.96,6194.63
198.01,7541.64
145.15,5525.04
79.89,3145.46
176.63,6696.84
47.62,2106.34
127.2,5015.08
65.94,2719.39
70.58,2893.07
74.5,2905.56
115.08,4544.64
41.25,1927.77
117.51,4494.17
142.58,5509.53
136.32,5374.07
114.21,4475.88
214.61,8038.25
61.97,2696.35
141.25,5323.43
43.65,2233.38
45.65,2050.81
156.25,6034.38
154.52,5985.26
223.17,8296.9
152.73,5906.31
241.15,8964.97
40.71,1783.19
51.56,2271.43
39.69,1828.05
70.76,2930.46
149.08,5587.38
172.03,6633.55
40.03,2061.2
238.11,8931.78
215.28,8161.73
95.25,3799.45
46.98,2080.72
67.38,2780.27
57.93,2591.88
57.12,2521.99
144.08,5535.2
84.09,3572.54
108.79,4348.17
247.69,9085.33
180.55,6751.13
238.78,8925.35
61.36,2751.86
114.07,4547.64
152.04,6011.12
46.89,2304.54
30.92,1626.35
177.5,6628.49
171.2,6361.01
120.37,4674.34
137.72,5395.58
121.4,4931.58
35.28,1776.58
103.78,4249.23
68.96,2889.0
51.65,2370.14
240.48,8999.08
161.86,5967.11
190.3,7119.31
99.38,4073.27
116.49,4604.68
82.12,3254.66
51.33,2053.62
69.39,2891.97
205.45,7683.7
179.06,6678.71
150.32,5775.66
134.52,5258.83
232.94,8719.81
46.0,1874.47
91.73,3579.2
106.99,4214.06
202.13,7631.9
248.35,9241.29
82.95,3450.35
222.35,8243.82
212.74,7913.03
79.42,3207.03
117.85,4701.68
120.13,4612.43
245.21,9167.3
69.8,2963.65
205.81,7699.01
103.52,4057.61
190.79,7042.15
122.4,4719.32
157.24,5970.37
213.17,7724.21
206.92,7722.34
220.61,8313.89
43.12,2065.78
182.25,6829.17
60.8,2632.6
121.48,4696.19
150.69,5789.01
118.6,4805.1
144.31,5647.86
249.24,9275.33
59.75,2541.88
178.6,6826.01
117.12,4430.52
59.26,2548.94
64.92,2830.64
238.84,8933.45
223.51,8389.92
229.55,8563.71
248.14,9165.23
75.83,3207.83
108.2,4191.6
177.23,6618.52
136.44,5281.45
122.05,4788.92
108.72,4122.59
160.63,6167.63
156.63,6059.34
65.52,2785.5
133.78,5419.84
151.76,5743.44
155.46,5905.1
76.22,3128.32
193.3,7257.87
35.54,1711.16
108.06,4141.52
201.65,7502.98
154.06,5882.21
87.46,3683.81
182.89,7121.36
154.83,6052.46
205.17,7603.54
191.71,7140.11
164.22,6231.9
137.4,5487.42
59.3,2558.96
87.49,3429.51
122.2,4726.95
161.85,6240.31
143.02,5574.54
93.4,3749.0
31.42,1668.12
139.17,5143.72
92.84,3759.7
191.61,7292.55
35.27,1651.1
158.66,5969.54
237.12,8612.71
68.37,3051.94
133.76,5109.69
50.11,2278.05
167.65,6428.14
151.12,5940.3
119.62,4671.32
144.7,5510.66
227.25,8470.93
73.18,3189.87
34.96,1706.73
219.57,8089.33
156.97,5839.73
225.94,8285.94
161.33,6232.92
208.24,7756.18
124.53,4797.73
194.97,7252.32
230.87,8588.92
155.87,5931.4
69.77,2914.73
89.14,3754.67
73.7,3233.36
84.31,3289.8
97.41,3942.16
152.13,5746.84
159.36,6052.71
123.83,4864.98
165.39,6267.47
47.95,2201.17
49.31,2293.27
67.8,2902.54
143.98,5474.51
77.08,3134.84
92.32,3587.32
118.07,4547.02
208.61,7997.58
33.05,1577.54
172.86,6430.88
177.15,6732.34
205.7,7688.61
235.21,8712.64
34.43,1845.97
63.83,2789.05
224.96,8320.52
130.87,5038.15
154.21,5847.09
175.87,6742.78
179.39,6748.0
234.98,8545.09
249.33,9221.68
188.43,6941.51
93.19,3980.03
223.55,8227.53
40.83,1912.81
80.84,3355.14
227.42,8431.0
86.36,3493.67
78.54,3291.2
60.39,2766.19
219.0,8241.91
140.01,5548.3
178.48,6642.02
82.59,3422.55
196.77,7402.44
197.2,7437.15
98.77,4094.63
120.35,4690.18
76.13,3124.06
244.84,9122.92
172.03,6343.32
235.6,8722.3
96.74,3872.65
202.02,7478.52
198.49,7552.82
182.16,6769.52
242.44,8971.83
116.58,4609.69
58.76,2691.87
177.78,6721.1
190.45,7259.3
156.51,6048.03
75.5,3154.84
140.98,5325.36
98.68,3810.4
124.04,4852.14
171.95,6463.91
193.95,7380.08
81.09,3412.72
119.17,4652.54
89.22,3506.77
73.7,3130.54
202.35,7480.29
230.04,8475.4
111.45,4302.85
195.28,7321.0
227.34,8573.88
216.15,8064.65
70.22,2913.34
240.38,8760.89
112.87,4505.62
104.63,4084.11
43.73,2042.47
136.96,5258.12
53.98,2473.22
84.68,3448.03
99.73,3984.57
207.94,7826.54
222.61,8501.96
96.54,3967.84
218.91,8153.11
218.59,8151.0
198.22,7385.33
62.27,2584.55
181.87,6810.21
237.91,8749.47
180.16,6870.9
102.96,3996.33
140.13,5537.78
172.06,6597.29
142.33,5483.44
56.39,2473.67
98.65,3897.17
206.53,7755.46
219.51,8291.73
60.21,2536.89
239.53,8730.04
102.34,4152.26
175.71,6682.25
195.4,7227.03
208.63,7728.65
238.06,8746.36
98.84,3887.03
218.87,8128.13
58.97,2537.33
185.11,6913.74
193.24,7187.41
179.1,6745.59
85.51,3509.59
222.07,8240.8
67.15,2966.08
41.8,2013.8
187.84,6915.4
134.6,5263.54
216.8,8148.61
114.35,4458.68
67.02,2696.23
214.02,7991.41
150.76,5775.83
71.62,2894.64
188.48,6951.83
142.45,5476.82
